home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Newcastle, Everton,A, -0.043119635518, -0.10078387458, -0.102272727273, -0.0813953488372, -0.0982658959538, -0.10088691796, -0.0909090909091, -0.111111111111
Southampton, Leicester,A, -0.0749066141207, -0.190831556503, -0.180327868852, -0.181318681319, -0.182320441989, -0.194736842105, -0.189189189189, -0.191489361702
Swansea, Man City,A, 0.508400035255, 0.659340659341, 0.627413127413, 0.602739726027, 0.642927794263, 0.625, 0.641975308642, 0.659340659341
West Ham, Arsenal,D, -0.0663926910785, -0.0945094509451, -0.0948509485095, -0.093896713615, -0.111008325624, -0.0803493449782, -0.134529147982, -0.0969162995595
Arsenal, Newcastle,H, 0.636443599081, 0.64367816092, 0.631246712257, 0.602739726027, 0.641975308642, 0.592835519677, 0.641975308642, 0.659340659341
Chelsea, Southampton,H, 0.574919614718, 0.584795321637, 0.57200538358, 0.547445255474, 0.586206896552, 0.574231523872, 0.5859375, 0.611246943765
Leicester, Crystal Palace,A, -0.269960881318, -0.261261261261, -0.244855967078, -0.253886010363, -0.248688352571, -0.263573543929, -0.248459958932, -0.261171797418
Man City, Tottenham,H, 0.564031711344, 0.494233937397, 0.495867768595, 0.532786885246, 0.498699045967, 0.493015612161, 0.498753117207, 0.504032258065
Stoke, West Ham,A, -0.197471432132, -0.133259911894, -0.134831460674, -0.134831460674, -0.126436781609, -0.126096491228, -0.112359550562, -0.122222222222
Bournemouth, Liverpool,A, -0.00365762420543, 0.518754988029, 0.506893755069, 0.527659574468, 0.50718512257, 0.512721665382, 0.498753117207, 0.515873015873
West Brom, Man United,A, 0.567257014845, 0.537190082645, 0.518582541054, 0.527659574468, 0.530973451327, 0.526533996683, 0.545302013423, 0.537190082645
Everton, Swansea,H, 0.443861871834, 0.501367365542, 0.50597976081, 0.480769230769, 0.505780346821, 0.502752293578, 0.50784856879, 0.506912442396
Arsenal, Liverpool,D, -0.0841379518832, 0.40313549832, 0.409090909091, 0.381502890173, 0.418994413408, 0.409492273731, 0.406779661017, 0.414364640884
Burnley, Tottenham,A, 0.353920929617, 0.549019607843, 0.555555555556, 0.493023255814, 0.56, 0.544822256569, 0.565885206144, 0.549019607843
Everton, Chelsea,D, -0.164237876687, -0.182683982684, -0.197889182058, -0.0865384615385, -0.185352622061, -0.170542635659, -0.154968094804, -0.199152542373
Leicester, Man United,D, -0.186633115312, -0.09, -0.0855670103093, -0.0707070707071, -0.073145245559, -0.0688622754491, -0.0852156057495, -0.102140077821
Man City, Bournemouth,H, 0.686505101722, 0.654897494305, 0.664739884393, 0.66401062417, 0.682593856655, 0.627552409475, 0.682414698163, 0.646612313748
Stoke, West Brom,H, -0.0564192874062, 0.387168141593, 0.38202247191, -0.0170454545455, 0.388571428571, 0.39010989011, 0.393258426966, 0.385462555066
Swansea, Crystal Palace,D, 0.410671306301, -0.010067114094, -0.0114942528736, 0.360465116279, -0.0115606936416, -0.00776053215078, -0.0227272727273, -0.0222222222222
West Ham, Newcastle,A, -0.368455536966, -0.190831556503, -0.175824175824, -0.231578947368, -0.177777777778, -0.183651804671, -0.180327868852, -0.191489361702
Bournemouth, West Ham,D, 0.466870894843, 0.372593431484, 0.372093023256, 0.383720930233, 0.366863905325, 0.366817155756, 0.378440366972, 0.372881355932
Liverpool, Swansea,H, 0.570577721118, 0.651577503429, 0.669077757685, 0.660792951542, 0.696748506967, 0.671775223499, 0.649598777226, 0.674081563869
Man United, Burnley,D, -0.30758299696, -0.373626373626, -0.3625, -0.27397260274, -0.421028675467, -0.386105263158, -0.345679012346, -0.313253012048
Tottenham, Southampton,H, 0.461729616696, 0.602046959663, 0.57200538358, 0.547445255474, 0.593667546174, 0.568441064639, 0.63473744951, 0.602046959663
Watford, Leicester,H, -0.143203438611, -0.0707070707071, -0.0857142857143, -0.0520231213873, -0.0813953488372, -0.0613839285714, -0.0592255125285, -0.0786516853933
West Brom, Everton,D, -0.0780510077539, 0.361990950226, -0.0114942528736, 0.377906976744, -0.0117647058824, -0.0066889632107, 0.367816091954, -0.00788288288288
Newcastle, Man City,A, 0.471326695184, 0.619047619048, 0.627413127413, 0.537974683544, 0.627413127413, 0.605478135512, 0.641975308642, 0.645994832041
Crystal Palace, Arsenal,A, -0.10492491407, 0.436893203883, 0.446428571429, 0.472906403941, 0.433673469388, 0.439071566731, 0.463768115942, 0.436893203883
Bournemouth, Everton,H, -0.146157827234, 0.367597765363, 0.365714285714, -0.0462427745665, 0.367816091954, 0.372527472527, -0.0232558139535, 0.367483296214
Chelsea, Stoke,H, 0.579325486001, 0.6629448709, 0.681148748159, 0.627413127413, 0.67540723083, 0.685811965812, 0.67540723083, 0.66199376947
Liverpool, Leicester,H, 0.567608848978, 0.601092896175, 0.566150178784, 0.546075085324, 0.58282208589, 0.567767653759, 0.569620253165, 0.601092896175
Man United, Southampton,D, -0.0966495023681, -0.220680958386, -0.240538806928, -0.197080291971, -0.281270681668, -0.28256989887, -0.225988700565, -0.289855072464
Watford, Swansea,A, -0.298900404822, -0.37903930131, -0.352345906164, -0.300492610837, -0.34030418251, -0.361795774648, -0.320388349515, -0.36
Crystal Palace, Man City,D, -0.313064109135, -0.239616613419, -0.276315789474, -0.245398773006, -0.288088642659, -0.297374701671, -0.27397260274, -0.278481012658
West Brom, Arsenal,D, 0.404134312469, -0.0932835820896, -0.0682926829268, -0.118226600985, -0.0980392156863, -0.119282511211, -0.0751503006012, -0.114155251142
Burnley, Liverpool,A, 0.494620749168, 0.555555555556, 0.553435114504, 0.527659574468, 0.532786885246, 0.550451807229, 0.545596258769, 0.559701492537
Everton, Man United,A, 0.405622923226, 0.509259259259, 0.5, 0.444444444444, 0.492610837438, 0.505059797608, 0.516431924883, 0.504672897196
Stoke, Newcastle,A, -0.335248261303, -0.133259911894, -0.134831460674, -0.129943502825, -0.103448275862, -0.119205298013, -0.123595505618, -0.102449888641
Man City, Watford,H, 0.631511073405, 0.663871418588, 0.64302416212, 0.66401062417, 0.686664257318, 0.631755497577, 0.674955595027, 0.68515497553
Southampton, Crystal Palace,A, -0.217244867694, -0.226049515608, -0.230283911672, -0.155555555556, -0.24079915878, -0.21887966805, -0.235602094241, -0.210526315789
Swansea, Tottenham,A, 0.414457465017, 0.664819944598, 0.606936416185, 0.567514677104, 0.619962802232, 0.606095457159, 0.61797752809, 0.625711035267
West Ham, West Brom,H, -0.0293243257596, 0.436034115139, 0.44963655244, 0.388888888889, 0.458686440678, 0.455555555556, 0.451983298539, 0.456852791878
Arsenal, Chelsea,D, -0.111032604123, 0.394644935972, 0.390804597701, 0.381502890173, 0.406032482599, 0.39217877095, 0.379310344828, 0.394144144144
Tottenham, West Ham,D, -0.271066178702, -0.231884057971, -0.271428571429, -0.184300341297, -0.309336332958, -0.31914893617, -0.231347599769, -0.311041990669
Chelsea, Leicester,D, -0.199727441602, -0.328083989501, -0.310642895732, -0.195694716243, -0.309336332958, -0.30890052356, -0.308988764045, -0.311041990669
Crystal Palace, Burnley,H, -0.0687303987705, 0.459652706844, 0.446808510638, 0.430107526882, 0.434782608696, 0.458799593082, 0.456751054852, 0.453608247423
Newcastle, Swansea,D, 0.434390664677, -0.112804878049, -0.138461538462, -0.0631578947368, -0.11170212766, -0.113475177305, -0.123076923077, -0.120603015075
Tottenham, Everton,H, 0.543837591971, 0.641025641026, 0.632911392405, 0.567514677104, 0.647598488937, 0.652215340638, 0.638637573177, 0.640709709216
Watford, Southampton,D, 0.422147893229, 0.381327334083, 0.379310344828, 0.381502890173, 0.379229871645, 0.387096774194, 0.371428571429, 0.379888268156
Bournemouth, Arsenal,H, -0.375486806208, -0.280373831776, -0.29218900675, -0.298076923077, -0.258449304175, -0.270499528746, -0.268292682927, -0.270142180095
Liverpool, Man City,H, 0.446172440043, -0.159737417943, -0.157303370787, -0.136363636364, -0.154285714286, -0.153930131004, -0.134831460674, -0.154639175258
Man United, Stoke,H, 0.573093550308, 0.645994832041, 0.583164300203, 0.602739726027, 0.675067506751, 0.643158783784, 0.660211267606, 0.645994832041
Arsenal, Crystal Palace,H, 0.516487553119, 0.528301886792, 0.514403292181, 0.532786885246, 0.527169505272, 0.536167039523, 0.545596258769, 0.534351145038
Burnley, Man United,A, 0.482414890039, 0.578703703704, 0.543024227235, 0.527659574468, 0.552251486831, 0.557063048683, 0.565885206144, 0.56
Everton, West Brom,D, 0.554025894403, -0.0856531049251, -0.0978260869565, -0.0561797752809, -0.0674157303371, -0.0670926517572, -0.0972972972973, -0.0752688172043
Leicester, Watford,H, 0.558409727097, 0.429990069513, 0.438259109312, 0.431578947368, 0.432989690722, 0.439960629921, 0.436052366566, 0.433497536946
Man City, Newcastle,H, 0.593120132678, 0.700431034483, 0.631019594819, 0.650095602294, 0.719822812846, 0.665290474786, 0.719822812846, 0.673893934955
West Ham, Bournemouth,D, -0.0766926932391, -0.0416666666667, -0.031746031746, -0.0434782608696, -0.0217391304348, -0.0261780104712, -0.0526315789474, -0.0208333333333
Southampton, Tottenham,D, -0.0651770760972, -0.144599303136, -0.134892086331, -0.125, -0.131950989632, -0.137152777778, -0.134529147982, -0.15350877193
Swansea, Liverpool,H, -0.484724857347, -0.561679790026, -0.517857142857, -0.453924914676, -0.554285714286, -0.558468799161, -0.544943820225, -0.56914893617
Swansea, Arsenal,H, -0.256041509848, -0.420168067227, -0.405515004055, -0.395744680851, -0.426356589147, -0.418126428027, -0.428682774747, -0.44776119403
West Ham, Crystal Palace,D, -0.103352817771, 0.365579302587, 0.369942196532, 0.383720930233, 0.371428571429, 0.371780515118, 0.371428571429, 0.372881355932
Chelsea, Bournemouth,A, -0.353210408917, -0.517571884984, -0.533406352683, -0.525327262379, -0.546681664792, -0.532119914347, -0.530891197376, -0.555209953344
Everton, Leicester,H, -0.266428939208, -0.0657596371882, -0.0639534883721, -0.0581395348837, -0.0705882352941, -0.0641891891892, -0.0550458715596, -0.0734463276836
Man City, West Brom,H, 0.663115146709, 0.65339141257, 0.644804716286, 0.675422138837, 0.726698262243, 0.682102628285, 0.652024708305, 0.684292379471
Newcastle, Burnley,D, 0.459063458485, -0.0742734122713, -0.0773480662983, -0.0333333333333, -0.0847457627119, -0.0958466453674, -0.0718232044199, -0.0932475884244
Stoke, Watford,D, 0.428350379326, 0.382932166302, 0.38202247191, -0.0111111111111, 0.386363636364, 0.383116883117, 0.379888268156, 0.382513661202
Tottenham, Man United,H, 0.473822500065, 0.375415282392, 0.38202247191, -0.0404624277457, -0.0114942528736, -0.00438596491228, 0.370786516854, 0.377777777778
Arsenal, Everton,H, 0.565205716654, 0.629921259843, 0.615835777126, 0.546075085324, 0.626780626781, 0.604304635762, 0.63473744951, 0.609418282548
Bournemouth, Stoke,H, -0.0284265755911, 0.436052366566, 0.434332988625, 0.388888888889, 0.42689434365, 0.442557442557, 0.444558521561, 0.435613682093
Burnley, Man City,D, -0.155265088907, -0.34516765286, -0.291181364393, -0.184300341297, -0.364274150027, -0.351659237246, -0.345928685471, -0.344997535732
Leicester, Swansea,D, -0.157942688562, -0.154929577465, -0.15610217597, -0.118226600985, -0.146341463415, -0.159813084112, -0.145631067961, -0.150943396226
West Brom, Southampton,A, -0.14852700973, -0.0746606334842, -0.0689655172414, -0.0639534883721, -0.0697674418605, -0.0563697857948, -0.0689655172414, -0.0674157303371
Crystal Palace, Newcastle,D, -0.18498049019, -0.0841121495327, -0.0909090909091, -0.0497237569061, -0.0710382513661, -0.0819502074689, -0.0748663101604, -0.0732984293194
Liverpool, Tottenham,D, -0.212385107627, 0.396825396825, 0.393442622951, 0.393258426966, 0.402234636872, 0.395101171459, 0.391304347826, 0.404255319149
Watford, Chelsea,H, -0.30810975496, -0.391231028668, -0.382886776145, -0.351351351351, -0.357798165138, -0.380912162162, -0.376936316695, -0.376936316695
Everton, Crystal Palace,H, -0.0948745922925, -0.00574712643678, 0.38418079096, 0.371428571429, 0.397727272727, 0.4, 0.388571428571, 0.402173913043
Man City, Leicester,H, 0.528781144517, 0.628322861286, 0.61320754717, 0.56338028169, 0.660792951542, 0.627162629758, 0.624349635796, 0.674068199841
Swansea, Burnley,H, 0.527393603118, 0.377030162413, 0.373563218391, 0.367816091954, 0.383720930233, 0.389321468298, 0.372093023256, 0.391061452514
Tottenham, Arsenal,H, 0.48889631532, -0.010989010989, -0.0213903743316, -0.0337078651685, -0.0271739130435, -0.0156412930136, -0.0382513661202, -0.0314136125654
West Ham, Watford,H, 0.451309004474, -0.0582750582751, -0.0231213872832, -0.0173410404624, -0.0409356725146, -0.0325112107623, -0.0581395348837, -0.0224719101124
Newcastle, Man United,H, -0.35533609382, -0.358195211786, -0.351598173516, -0.339534883721, -0.359851988899, -0.363636363636, -0.355311355311, -0.376623376623
Southampton, Liverpool,A, 0.436361740312, 0.429009193054, 0.431472081218, 0.445595854922, 0.435897435897, 0.453244274809, 0.438259109312, 0.442307692308
Chelsea, West Brom,H, 0.548777056506, 0.566973777463, 0.586319218241, 0.547445255474, 0.587828492393, 0.581993569132, 0.587084148728, 0.598991172762
Bournemouth, Newcastle,D, -0.0904463055174, -0.0308839190628, -0.021978021978, -0.0112359550562, -0.0220994475138, -0.0380952380952, -0.0441988950276, -0.0215053763441
Burnley, Southampton,D, 0.41992459258, 0.353075170843, 0.343023255814, 0.372093023256, 0.355029585799, 0.348416289593, 0.365997638725, 0.350282485876
Leicester, Stoke,D, 0.439867987034, -0.125230202578, -0.119388729704, -0.118226600985, -0.125, -0.154188948307, -0.10243902439, -0.11396011396
Liverpool, West Ham,H, 0.491441954147, 0.598526703499, 0.622119815668, 0.602739726027, 0.627413127413, 0.635770234987, 0.624349635796, 0.645994832041
Watford, Everton,H, -0.163759384348, 0.382932166302, 0.393258426966, -0.0287356321839, 0.388571428571, 0.387201735358, 0.375, 0.393442622951
Crystal Palace, Tottenham,A, 0.555259412052, 0.555555555556, 0.551181102362, 0.532786885246, 0.530612244898, 0.534690799397, 0.532786885246, 0.551470588235
Man United, Chelsea,H, 0.42394117278, 0.387168141593, 0.391061452514, 0.393258426966, 0.377142857143, 0.387978142077, 0.379310344828, 0.377777777778
Arsenal, Man City,A, 0.439123935477, 0.440313111546, 0.440881763527, 0.424242424242, 0.426395939086, 0.438697318008, 0.448654037886, 0.442307692308
Burnley, Everton,H, -0.165343935321, 0.370078740157, 0.367816091954, -0.0697674418605, 0.376470588235, 0.382385730212, 0.375, 0.377777777778
Leicester, Bournemouth,D, 0.439720606766, -0.0742574257426, -0.020725388601, -0.0631578947368, -0.0424178154825, -0.0835791543756, -0.0904522613065, -0.0689655172414
Liverpool, Newcastle,H, 0.559702019823, 0.645994832041, 0.622119815668, 0.602739726027, 0.660792951542, 0.615183246073, 0.660211267606, 0.632377740304
Southampton, Stoke,D, -0.0117831352583, -0.139534883721, -0.124760076775, -0.0829015544041, -0.135922330097, -0.161643835616, -0.186046511628, -0.154125113327
Swansea, West Ham,H, 0.440963847088, -0.0282485875706, -0.0231213872832, -0.0171428571429, 0.352941176471, -0.0180383314543, -0.0114942528736, -0.0226500566251
Watford, West Brom,H, 0.449657539499, 0.417381974249, 0.430107526882, 0.413043478261, 0.404494382022, 0.408602150538, 0.413043478261, 0.417112299465
Man City, Chelsea,H, 0.588924811174, 0.508044030483, 0.491071428571, 0.46511627907, 0.496838301716, 0.504991680532, 0.516351118761, 0.504201680672
Crystal Palace, Man United,A, 0.458593626914, 0.556881463803, 0.535861500412, 0.527659574468, 0.544844928751, 0.532530120482, 0.538525269263, 0.549882168107
Chelsea, Crystal Palace,H, 0.504400357724, 0.629921259843, 0.606936416185, 0.567514677104, 0.62749572162, 0.614775725594, 0.61797752809, 0.64870259481
Man United, Liverpool,H, -0.0394588119185, -0.0719910011249, -0.0693641618497, -0.046511627907, -0.07962529274, -0.0652418447694, -0.0564971751412, -0.0734463276836
Newcastle, Southampton,H, -0.0544855266035, -0.0466970387244, -0.0348837209302, -0.0581395348837, -0.0470588235294, -0.0316742081448, -0.0344827586207, -0.0454545454545
West Brom, Leicester,A, -0.0863782396695, -0.0282485875706, -0.0346820809249, -0.0581395348837, -0.0116959064327, -0.0235426008969, -0.0114942528736, -0.0168539325843
West Ham, Burnley,A, -0.283483976398, -0.144114411441, -0.157303370787, -0.155555555556, -0.142857142857, -0.140197152245, -0.144444444444, -0.142857142857
Arsenal, Watford,H, -0.0900703950593, 0.538020086083, 0.514403292181, 0.532786885246, 0.522508038585, 0.540540540541, 0.545596258769, 0.520446096654
Bournemouth, Tottenham,A, 0.554156761589, 0.517928286853, 0.502933780386, 0.532786885246, 0.510638297872, 0.511829652997, 0.498753117207, 0.514647664291
Stoke, Man City,A, 0.601517973085, 0.659340659341, 0.627413127413, 0.602739726027, 0.660211267606, 0.619448340346, 0.641975308642, 0.627413127413
Bournemouth, West Brom,H, 0.455136347979, 0.479386385427, 0.467005076142, 0.431578947368, 0.453608247423, 0.475457170356, 0.448240165631, 0.468292682927
Liverpool, Watford,H, 0.594036226357, 0.620090946672, 0.617283950617, 0.660792951542, 0.67540723083, 0.638, 0.628019323671, 0.649350649351
Stoke, Everton,A, -0.106804259645, -0.0888638920135, -0.0919540229885, -0.114285714286, -0.0823529411765, -0.0892857142857, -0.093023255814, -0.0895856662934
Crystal Palace, Liverpool,A, 0.453792419333, 0.548159749413, 0.536565977742, 0.551724137931, 0.500863557858, 0.522388059701, 0.50718512257, 0.518754988029
Everton, Man City,A, 0.409469747766, 0.587084148728, 0.57200538358, 0.58282208589, 0.600126342388, 0.601635514019, 0.580997949419, 0.609402205456
Man United, Swansea,H, 0.560890058484, 0.579710144928, 0.627413127413, 0.660792951542, 0.629921259843, 0.638036809816, 0.642927794263, 0.674157303371
Watford, Bournemouth,D, 0.442982146829, 0.379032258065, 0.386363636364, -0.00571428571428, 0.393063583815, 0.382158590308, 0.390804597701, 0.388888888889
West Brom, Burnley,A, -0.38295228516, -0.0697674418605, -0.0635838150289, -0.0697674418605, -0.0532544378698, -0.0518602029312, -0.0446009389671, -0.0570776255708
West Ham, Southampton,H, -0.212836967081, -0.0760233918129, -0.0693641618497, -0.0755813953488, -0.0650887573965, -0.0664414414414, -0.0582750582751, -0.0706150341686
Arsenal, Stoke,H, 0.607460549341, 0.595947556615, 0.589123867069, 0.546075085324, 0.604229607251, 0.585570469799, 0.595238095238, 0.601092896175
Chelsea, Tottenham,A, 0.419905807372, -0.115207373272, -0.102272727273, -0.125, -0.104651162791, -0.107658157603, -0.104651162791, -0.111982082867
Bournemouth, Crystal Palace,D, 0.451152661922, 0.381327334083, 0.388571428571, 0.381502890173, 0.392156862745, 0.385984427141, 0.371428571429, 0.393258426966
Everton, Liverpool,D, -0.237509494677, -0.0456852791878, -0.0520833333333, -0.0631578947368, -0.0533617929562, -0.0545454545455, -0.0617919670443, -0.0604229607251
Leicester, Newcastle,A, -0.239029178249, -0.230769230769, -0.227513227513, -0.195652173913, -0.226927252986, -0.239064089522, -0.245867768595, -0.248741188318
Man City, Man United,A, -0.203628323939, -0.233805668016, -0.247422680412, -0.213903743316, -0.246073298429, -0.246534653465, -0.253578732106, -0.259881422925
Stoke, Tottenham,A, 0.430601980136, 0.616937745373, 0.5907960199, 0.546075085324, 0.606060606061, 0.616713091922, 0.63473744951, 0.605885747259
Watford, Burnley,A, -0.0806446671675, -0.11135857461, -0.129943502825, -0.114285714286, -0.121387283237, -0.132054176072, -0.104783599089, -0.123348017621
West Brom, Swansea,D, 0.629771334376, -0.0212053571429, -0.0114942528736, 0.381502890173, -0.0229885057471, -0.026402640264, -0.0227272727273, 0.36866359447
Arsenal, Southampton,H, 0.503839837191, 0.49710024855, 0.502933780386, 0.527659574468, 0.500871080139, 0.517269076305, 0.509770603229, 0.508130081301
Chelsea, West Ham,D, -0.0379597376718, -0.311203319502, -0.291181364393, -0.245398773006, -0.346666666667, -0.285202252944, -0.345928685471, -0.311041990669
Burnley, Leicester,H, 0.506459424977, -0.0226757369615, -0.0290697674419, -0.0697674418605, -0.0153482880756, -0.0202931228861, -0.0253456221198, -0.0147225368063
Liverpool, Bournemouth,H, 0.56150822795, 0.592592592593, 0.605263157895, 0.602739726027, 0.627413127413, 0.605448567403, 0.641975308642, 0.611764705882
Southampton, Chelsea,A, -0.0334603313224, 0.445544554455, 0.456852791878, 0.431578947368, 0.448240165631, 0.443564356436, 0.453172205438, 0.461165048544
Swansea, Everton,D, 0.435453786817, 0.365579302587, 0.35838150289, 0.381502890173, 0.0, -0.00224971878515, 0.0, 0.36036036036
Tottenham, Man City,A, -0.134330678338, -0.109865470852, -0.113636363636, -0.104046242775, -0.102088167053, -0.101223581758, -0.0689655172414, -0.10078387458
